Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
GEMNX,GMO Emerging Markets R6,$25.3,,,$397.42M,US,,,,
DXQLX,Direxion Monthly NASDAQ-100 Bull 2X Fund Investor Class,$90.8612,,,$397.22M,US,,,Financial Services,Asset Management - Leveraged
CLNE,Clean Energy Fuels Corp.,$1.795,,,$396.66M,US,,1418332,Energy,Oil & Gas Refining & Marketing
ADCCX,American Century Disciplined Growth Fund,$16.29,,,$396.28M,US,,,Financial Services,Asset Management
ADSIX,American Century Disciplined Growth Fund Investor Class,$22.21,,,$396.28M,US,,,Financial Services,Asset Management
SLGC,"SomaLogic, Inc.",$2.1,,,$396.23M,US,,33910799,Healthcare,Medical - Healthcare Information Services
KFII,K&F Growth Acquisition Corp. II Class A Ordinary shares,$10.09,,,$396.09M,US,,8700,Financial Services,Shell Companies
AGGR,Agile Growth Corp.,$10.21,,,$395.64M,US,,2318,Financial Services,Shell Companies
FSRBX,Fidelity Select Banking Portfolio,$29.55,,,$394.76M,US,,,,
FLDFX,Meeder Balanced Retail,$12.52,,,$394.73M,US,,,Financial Services,Asset Management
PRAIX,PIMCO Long-Term Real Return Fund Class INSTL,$11.42,,,$394.43M,US,,,Financial Services,Asset Management
UPXI,"Upexi, Inc.",$10.375,,,$393.37M,US,,95438,Communication Services,Internet Content & Information
SATL,Satellogic Inc.,$3.775,,,$393.01M,US,,559275,Technology,"Hardware, Equipment & Parts"
MCHFX,Matthews China Fund,$14.08,,,$392.43M,US,,,Financial Services,Asset Management
MICFX,Matthews China Instl,$14.07,,,$392.43M,US,,,Financial Services,Asset Management
ADV,Advantage Solutions Inc.,$1.21,,,$392.42M,US,,235463,Communication Services,Advertising Agencies
GPATU,GP-Act III Acquisition Corp.,$10.42,,,$392.39M,US,,207,Financial Services,Shell Companies
TEPFX,American Funds Tax-Exempt Preservation Portfolio Class F-1,$9.59,,,$392.06M,US,,,Financial Services,Asset Management
DLENX,DoubleLine Emerging Markets Income Fund Class N,$8.95,,,$391.65M,US,,,Financial Services,Asset Management - Income
DSKE,"Daseke, Inc.",$8.29,,,$391.29M,US,,991249,Industrials,Trucking
SGISX,Steward Global Equity Income Fund I,$35.14,,,$391.12M,US,,,Financial Services,Asset Management - Income
SGIDX,Crossmark Steward Global Equity Income Fund,$35.02,,,$391.12M,US,,,Financial Services,Asset Management - Income
HLMEX,Harding Loevner Institutional Emerging Markets Portfolio,$17.69,,,$390.90M,US,,,,
CSUAX,Cohen & Steers Global Infrastructure A,$24.58,,,$390.81M,US,,,Financial Services,Asset Management - Global
HBCP,"Home Bancorp, Inc.",$50.09,,,$390.77M,US,,6596,Financial Services,Banks - Regional
PEDIX,PIMCO Extended Duration Fund Institutional Cl,$12.24,,,$389.64M,US,,,Financial Services,Asset Management
WOGSX,White Oak Select Growth Fund,$140.39,,,$388.80M,US,,,Financial Services,Asset Management
AMSWA,"American Software, Inc.",$10.95,,,$388.51M,US,,113503,Technology,Software - Application
WAESX,Wasatch Emerging Markets Select Fd Inv Cl,$17.32,,,$386.60M,US,,,,
CLNCX,Columbia Funds Series Trust - Columbia Large Cap Enhanced Core Fund,$26.07,,,$384.76M,US,,,Financial Services,Asset Management
CURI,CuriosityStream Inc.,$6.755,,,$384.56M,US,,235060,Communication Services,Broadcasting
ITOS,"iTeos Therapeutics, Inc.",$10.04,,,$384.27M,US,,336153,Healthcare,Biotechnology
IBEX,IBEX Limited,$28.735,,,$384.26M,US,,20119,Technology,Information Technology Services
KRNY,Kearny Financial Corp.,$5.95,,,$384.25M,US,,134392,Financial Services,Banks - Regional
FTRE,Fortrea Holdings Inc.,$4.225,,,$382.36M,US,,549711,Healthcare,Biotechnology
ANNA,"AleAnna, Inc.",$9.4,,,$382.20M,US,,228,Energy,Oil & Gas Exploration & Production
CCGSX,Chautauqua Global Growth Fund - Investor Class,$25.1,,,$382.09M,US,,,Financial Services,Asset Management - Global
CCGIX,Chautauqua Global Growth Fund - Institutional Class,$25.44,,,$382.09M,US,,,Financial Services,Asset Management - Global
MXXIX,Marsico Midcap Growth Focus Fund,$54.82,,,$382.05M,US,,,Financial Services,Asset Management
CARE,"Carter Bankshares, Inc.",$16.48,,,$381.66M,US,,13596,Financial Services,Banks - Regional
NHPBP,"National Healthcare Properties, Inc.",$13.47,,,$381.10M,US,,197,Real Estate,REIT - Healthcare Facilities
RVNC,"Revance Therapeutics, Inc.",$3.65,,,$381.02M,US,,,Healthcare,Biotechnology
SVC,Service Properties Trust,$2.285,,,$380.76M,US,,330122,Real Estate,REIT - Hotel & Motel
NWPX,Northwest Pipe Company,$38.44,,,$379.71M,US,,8694,Industrials,Manufacturing - Metal Fabrication
DHIL,"Diamond Hill Investment Group, Inc.",$139.17,,,$379.61M,US,,17630,Financial Services,Asset Management
ERAS,"Erasca, Inc.",$1.34,,,$379.60M,US,,406471,Healthcare,Biotechnology
WMICX,Wasatch Micro Cap Fund,$7.54,,,$379.33M,US,,,Financial Services,Asset Management
GTHX,"G1 Therapeutics, Inc.",$7.16,,,$377.75M,US,,1097310,Healthcare,Biotechnology
RRBI,"Red River Bancshares, Inc.",$56.5,,,$377.61M,US,,2589,Financial Services,Banks - Regional
SMMF,"Summit Financial Group, Inc.",$25.7,,,$377.45M,US,,270690,Financial Services,Banks - Regional
BSRR,Sierra Bancorp,$27.3084,,,$377.37M,US,,2404,Financial Services,Banks - Regional
MGRIX,Marsico Growth Fund,$26.23,,,$377.25M,US,,,Financial Services,Asset Management
ETNMX,Eventide Multi-Asset Income Fund Class N,$14.36,,,$376.98M,US,,,Financial Services,Asset Management - Income
ETIMX,Eventide Multi-Asset Income Fund Class I,$14.36,,,$376.98M,US,,,Financial Services,Asset Management - Income
ETAMX,Eventide Balanced Fund Class A,$14.39,,,$376.98M,US,,,,
GPAT,GP-Act III Acquisition Corp.,$10.47,,,$376.27M,US,,12,Financial Services,Shell Companies
ALF,Centurion Acquisition Corp.,$10.47,,,$376.27M,US,,5534,Financial Services,Shell Companies
SIC,"Select Interior Concepts, Inc.",$14.49,,,$375.96M,US,,121857,Consumer Cyclical,Residential Construction
AURA,"Aura Biosciences, Inc.",$6.05,,,$375.13M,US,,55688,Healthcare,Biotechnology
OCMPX,Lazard International Quality Growth Portfolio Open Shares,$17.45,,,$374.90M,US,,,,
TFSIX,Franklin Mutual Financial Services Fund,$28.5364,,,$374.88M,US,,,Financial Services,Asset Management
SBRVX,Segall Bryant & Hamill Small Cap Value Fund Retail Class,$13.72,,,$374.54M,US,,,Financial Services,Asset Management
FACSX,Nuveen Mid Cap Value Fund Class C,$48.88,,,$374.27M,US,,,Financial Services,Asset Management
CCIR,Cohen Circle Acquisition Corp. I,$11.83,,,$374.06M,US,,77726,Financial Services,Shell Companies
VACHU,Voyager Acquisition Corp Unit,$10.7326,,,$374.05M,US,,835,Financial Services,
HWLCX,Hotchkis & Wiley Large Cap Value Fund Class C,$43.2551,,,$373.36M,US,,,Financial Services,Asset Management
FULC,"Fulcrum Therapeutics, Inc.",$6.89,,,$371.92M,US,,122597,Healthcare,Biotechnology
EU,enCore Energy Corp.,$1.995,,,$371.59M,US,,839585,Energy,Uranium
BBCP,"Concrete Pumping Holdings, Inc.",$7,,,$371.36M,US,,20463,Industrials,Engineering & Construction
BTIIX,DWS Equity 500 Index Fund - Class Inst,$159.14,,,$370.96M,US,,,Financial Services,Asset Management
BTIEX,DWS Equity 500 Index Fund,$152.62,,,$370.96M,US,,,Financial Services,Asset Management
RWAY,Runway Growth Finance Corp.,$9.925,,,$370.67M,US,,165354,Financial Services,Financial - Credit Services
RZLT,"Rezolute, Inc.",$4.325,,,$369.87M,US,,720752,Healthcare,Biotechnology
RSEGX,Victory RS Small Cap Growth Fund - Class A,$50.98,,,$369.77M,US,,,Financial Services,Asset Management
RSYEX,Victory RS Small Cap Growth Fund - Class Y,$55.36,,,$369.77M,US,,,Financial Services,Asset Management
FLDGX,Meeder Dynamic Allocation Fund - Retail Class,$13.82,,,$369.04M,US,,,Financial Services,Asset Management
BSVN,Bank7 Corp.,$39,,,$368.52M,US,,3173,Financial Services,Banks - Regional
VALU,"Value Line, Inc.",$39.145,,,$368.49M,US,,494,Financial Services,Financial - Data & Stock Exchanges
CAMOX,Cambiar Opportunity Portfolio,$27.59,,,$368.46M,US,,,,
VMNFX,Vanguard Market Neutral Fund,$13.69,,,$368.46M,US,,,Financial Services,Asset Management
CMAAX,Calvert Moderate Allocation Fund,$22.35,,,$368.30M,US,,,Financial Services,Asset Management
CNDT,Conduent Incorporated,$2.275,,,$368.16M,US,,544043,Technology,Information Technology Services
BGNMX,American Century Ginnie Mae Investor Class,$8.81,,,$368.06M,US,,,,
VGISX,Virtus Duff & Phelps Global Real Estate Securities Fund,$34.88,,,$368.02M,US,,,Real Estate,Real Estate - General
VGSCX,Virtus Duff & Phelps Global Real Estate Securities Fund Class C,$33.8,,,$368.02M,US,,,Real Estate,Real Estate - General
VGSAX,Virtus Duff & Phelps Global Real Estate Securities Fund Class A,$35.99,,,$368.02M,US,,,Real Estate,Real Estate - General
VIGL,"Vigil Neuroscience, Inc.",$7.885,,,$368.01M,US,,272244,Healthcare,Biotechnology
CKPT,"Checkpoint Therapeutics, Inc.",$4.26,,,$367.72M,US,,8630403,Healthcare,Biotechnology
SPKB,Silver Spike Acquisition Corp II,$10.22,,,$367.28M,US,,4404,Financial Services,Shell Companies
AONIX,American Century One Choice Portfolio: Very Conservative Investor Clas,$11.62,,,$366.66M,US,,,,
BUIGX,Cboe Vest US Large Cap 10% Buffer Fund Institutional Class,$20.06,,,$366.62M,US,,,Financial Services,Asset Management
BUMGX,Cboe Vest US Large Cap 10% Buffer Fund Class Investor Class,$19.72,,,$366.62M,US,,,Financial Services,Asset Management
FSHSX,Federated Hermes Short-Intermediate Municipal Fund SS Class,$9.96,,,$366.20M,US,,,Financial Services,Asset Management - Leveraged
SHYF,"The Shyft Group, Inc.",$10.455,,,$366.03M,US,,67172,Industrials,Agricultural - Machinery
SSFKX,State Street Target Retirement 2065 Fund,$16.13,,,$365.95M,US,,,Financial Services,Asset Management
GBFAX,VanEck Emerging Markets Fund,$14.42,,,$365.82M,US,,,Financial Services,Asset Management
SCRM,Screaming Eagle Acquisition Corp.,$10.18,,,$365.72M,US,,97535,Financial Services,Shell Companies
HNASX,"Homestead Fds, Inc. Growth Fund",$18.79,,,$365.70M,US,,,Financial Services,Asset Management
HULEX,Huber Select Large Cap Value Fund Institutional Class,$32.32,,,$364.88M,US,,,Financial Services,Asset Management
TMCI,"Treace Medical Concepts, Inc.",$5.8,,,$364.85M,US,,130865,Healthcare,Medical - Devices
TRFOX,T. Rowe Price Target Retirement 2050 Fund,$18.66,,,$364.80M,US,,,Financial Services,Asset Management
AEHA,Aesther Healthcare Acquisition Corp.,$9.9608,,,$364.37M,US,,1290610,Financial Services,Shell Companies
GCBLX,Green Century Balanced Fund,$34.66,,,$364.19M,US,,,Financial Services,Asset Management
IPVI,InterPrivate IV InfraTech Partners Inc.,$10.12,,,$363.69M,US,,300,Financial Services,Shell Companies
SSAGX,Virtus Seix U.S. Government Securities Ultra Short Bond Fund Class A,$9.9,,,$363.61M,US,,,Financial Services,Asset Management - Bonds
CNWGX,Calamos Evolving World Growth Fund Class A,$19.66,,,$363.08M,US,,,Financial Services,Asset Management
KMKYX,Kinetics Market Opportunities Fund,$83.18,,,$363.02M,US,,,Financial Services,Asset Management
FRBA,First Bank,$14.42,,,$362.44M,US,,1787,Financial Services,Banks - Regional
CBFVX,JPMorgan Corporate Bond Fund,$8.29,,,$361.91M,US,,,Financial Services,Asset Management - Bonds
CRNC,Cerence Inc.,$8.365,,,$361.85M,US,,263619,Technology,Software - Application
BILTX,DoubleLine Infrastructure Income Fund - Class N,$9.35,,,$360.99M,US,,,Financial Services,Asset Management - Income
GCBC,"Greene County Bancorp, Inc.",$21.2,,,$360.97M,US,,6953,Financial Services,Banks - Regional
ACTG,Acacia Research Corporation,$3.74,,,$359.68M,US,,27490,Industrials,Specialty Business Services
MGLBX,Marsico Global Fund,$28.83,,,$359.39M,US,,,Financial Services,Asset Management - Global
MGFIX,AMG GW&K ESG Bond Fund,$21.56,,,$358.77M,US,,,Financial Services,Asset Management - Bonds
MGBIX,AMG GW&K ESG Bond Fund - Class I,$21.56,,,$358.77M,US,,,Financial Services,Asset Management - Bonds
RIGL,"Rigel Pharmaceuticals, Inc.",$20.04,,,$358.16M,US,,83683,Healthcare,Biotechnology
DH,Definitive Healthcare Corp.,$3.335,,,$357.99M,US,,243445,Healthcare,Medical - Healthcare Information Services
ODMCX,JPMorgan SMID Cap Equity Fund,$10.53,,,$357.69M,US,,,Financial Services,Asset Management
WOOPX,JPMorgan SMID Cap Equity Fund Class I,$17.71,,,$357.69M,US,,,Financial Services,Asset Management
LAND,Gladstone Land Corporation,$9.88,,,$357.50M,US,,65593,Real Estate,REIT - Industrial
HEAR,Turtle Beach Corporation,$17.8,,,$357.41M,US,,29518,Technology,Consumer Electronics
TBRG,"TruBridge, Inc.",$23.76,,,$356.96M,US,,40045,Healthcare,Medical - Healthcare Information Services
JUGG,Jaws Juggernaut Acquisition Corporation,$10.33,,,$356.38M,US,,570,Financial Services,Shell Companies
JACK,Jack in the Box Inc.,$18.87,,,$356.25M,US,,306212,Consumer Cyclical,Restaurants
NHYMX,Northern High Yield Municipal Fund,$7.32,,,$356.14M,US,,,Financial Services,Asset Management
PCTIX,PIMCO California Municipal Bond Fund Insti Class,$10.37,,,$355.84M,US,,,Financial Services,Asset Management - Bonds
MSBI,"Midland States Bancorp, Inc.",$16.61,,,$355.48M,US,,28978,Financial Services,Banks - Regional
OBIOX,Oberweis International Opportunities Fund,$22.01,,,$355.26M,US,,,Financial Services,Asset Management
XPER,Xperi Inc.,$7.77,,,$354.99M,US,,220363,Technology,Semiconductors
SEMRX,Semper Short Duration Fund - Investor Shares,$9.52,,,$354.75M,US,,,Financial Services,Asset Management - Leveraged
ARTNA,Artesian Resources Corporation,$34.37,,,$353.99M,US,,12978,Utilities,Regulated Water
ABSI,Absci Corporation,$2.775,,,$353.98M,US,,1098023,Healthcare,Biotechnology
PRLAX,"T. Rowe Price International Funds, Inc. - T. Rowe Price Latin America Fund",$19.84,,,$353.47M,US,,,Financial Services,Asset Management
TSSCX,Thornburg Strategic Municipal Income Fund Class C,$13.81,,,$353.43M,US,,,Financial Services,Asset Management - Income
ORGO,Organogenesis Holdings Inc.,$2.785,,,$353.29M,US,,510104,Healthcare,Drug Manufacturers - Specialty & Generic
LVOX,"LiveVox Holdings, Inc.",$3.73,,,$352.99M,US,,319033,Technology,Software - Infrastructure
MNOSX,Manning & Napier Overseas Series Class S,$35.64,,,$351.81M,US,,,,
CEPT,"Cantor Equity Partners II, Inc. Class A Ordinary Share",$11.5,,,$351.67M,US,,20728,Financial Services,Shell Companies
RICK,"RCI Hospitality Holdings, Inc.",$39.96,,,$351.58M,US,,6489,Consumer Cyclical,Restaurants
ARCT,Arcturus Therapeutics Holdings Inc.,$12.96,,,$351.48M,US,,246273,Healthcare,Biotechnology
NVSA,New Vista Acquisition Corp,$10.17,,,$350.86M,US,,15484,Financial Services,Shell Companies
CTKB,"Cytek Biosciences, Inc.",$2.765,,,$350.21M,US,,608001,Healthcare,Medical - Devices
TSSI,"TSS, Inc.",$13.9825,,,$349.85M,US,,993017,Technology,Information Technology Services
IOBAX,ICON Flexible Bond Fund Investor,$8.45,,,$349.68M,US,,,Financial Services,Asset Management - Bonds
NJTFX,New Jersey Tax-Free Bond Fund,$11,,,$348.77M,US,,,Financial Services,Asset Management - Bonds
ZEUS,"Olympic Steel, Inc.",$31.24,,,$348.72M,US,,42096,Basic Materials,Steel
NXXT,NextNRG Inc.,$2.94,,,$348.38M,US,,5040,Utilities,Renewable Utilities
DFDMX,DF Dent Midcap Growth Fund Investor Shares,$36.44,,,$348.12M,US,,,Financial Services,Asset Management
CFNLX,Commerce Funds The National Tax-Free Bond Fund,$18.34,,,$348.03M,US,,,Financial Services,Asset Management - Bonds
FTAA,FTAC Athena Acquisition Corp.,$10.165,,,$347.78M,US,,7300,Financial Services,Shell Companies
FTPA,FTAC Parnassus Acquisition Corp.,$10.14,,,$347.33M,US,,300404,Financial Services,Shell Companies
ALMS,Alumis Inc. Common Stock,$3.37,,,$347.13M,US,,604391,Healthcare,Biotechnology
CSSZX,Columbia Select Small Cap Value Fund,$20.13,,,$347.09M,US,,,Financial Services,Asset Management
SSCVX,Columbia Select Small Cap Value Fund Class A,$16.23,,,$347.09M,US,,,Financial Services,Asset Management
LWAY,"Lifeway Foods, Inc.",$22.825,,,$347.01M,US,,24325,Consumer Defensive,Packaged Foods
BACQ,Bleichroeder Acquisition Corp. I,$10.24,,,$345.69M,US,,41395,Financial Services,Shell Companies
BMRC,Bank of Marin Bancorp,$21.29,,,$345.24M,US,,62089,Financial Services,Banks - Regional
XPDB,Power & Digital Infrastructure Acquisition II Corp.,$19.4,,,$345.24M,US,,12678,Financial Services,Shell Companies
PGIIX,Polen Capital Global Growth Fund- Institutional Class,$26.68,,,$344.95M,US,,,Financial Services,Asset Management - Global
PGIRX,Polen Global Growth Fund,$25.97,,,$344.95M,US,,,Financial Services,Asset Management - Global
CCLP,CSI Compressco LP,$2.42,,,$344.84M,US,,3018771,Energy,Oil & Gas Equipment & Services
GIG,GigCapital7 Corp.,$10.33,,,$344.33M,US,,5,Financial Services,Shell Companies
SPCM,"Sound Point Acquisition Corp I, Ltd",$10.62,,,$343.49M,US,,1275254,Financial Services,Shell Companies
NCICX,New Covenant Income Fd,$20.96,,,$343.32M,US,,,Financial Services,Asset Management - Income
UIHC,United Insurance Holdings Corp.,$7.93,,,$343.27M,US,,739999,Financial Services,Insurance - Property & Casualty
ELYM,"Eliem Therapeutics, Inc.",$5.11,,,$342.68M,US,,802692,Healthcare,Biotechnology
CIVB,"Civista Bancshares, Inc.",$22.08,,,$342.66M,US,,8306,Financial Services,Banks - Regional
RAPP,"Rapport Therapeutics, Inc. Common Stock",$9.375,,,$342.16M,US,,122490,Healthcare,Biotechnology
GFGD,The Growth for Good Acquisition Corporation,$10.53,,,$341.44M,US,,20901,Financial Services,Shell Companies
NVEC,NVE Corporation,$70.53,,,$341.17M,US,,24668,Technology,Semiconductors
BGRY,"Berkshire Grey, Inc.",$1.4,,,$340.69M,US,,730771,Industrials,Industrial - Machinery
GIOTX,GMO International Developed Equity Allocation Fund,$20.57,,,$340.68M,US,,,Financial Services,Asset Management
SSBK,"Southern States Bancshares, Inc.",$34.215,,,$339.67M,US,,5977,Financial Services,Banks - Regional
EVUAX,Allspring Utility and Telecommunications Fund Class A,$19.87,,,$339.25M,US,,,Financial Services,Asset Management
EVUDX,Allspring Utility and Telecommunications Fund Administrator Class,$19.92,,,$339.25M,US,,,Financial Services,Asset Management
SGGAX,DWS Large Cap Focus Growth Fund - Class A,$80.16,,,$338.90M,US,,,Financial Services,Asset Management
ATVC,Tribe Capital Growth Corp I,$9.81,,,$338.44M,US,,25000,Financial Services,Shell Companies
MTRX,Matrix Service Company,$12.25,,,$338.23M,US,,21654,Industrials,Engineering & Construction
HOND,HCM II Acquisition Corp.,$11.745,,,$337.67M,US,,194049,Financial Services,Shell Companies
SPOK,"Spok Holdings, Inc.",$16.41,,,$337.59M,US,,35633,Healthcare,Medical - Healthcare Information Services
NCBGX,New Covenant Balanced Growth Fd,$121.77,,,$337.59M,US,,,,
CHSCL,CHS Inc.,$25.705,,,$337.30M,US,,17752,Consumer Defensive,Agricultural Farm Products
CLPT,"ClearPoint Neuro, Inc.",$11.92,,,$336.92M,US,,56829,Healthcare,Medical - Devices
WWWFX,"Kinetics Funds, The Internet Fund",$108.37,,,$336.49M,US,,,Financial Services,Asset Management
VSTM,"Verastem, Inc.",$6.1199,,,$336.28M,US,,5106366,Healthcare,Biotechnology
STITX,Virtus SGA International Growth Fund Class I,$7.71,,,$336.13M,US,,,Financial Services,Asset Management
CWBC,Community West Bancshares,$17.625,,,$335.96M,US,,8818,Financial Services,Banks - Regional
ANDA,Andina Acquisition Corp. III,$9.2,,,$335.92M,US,,314275,Financial Services,Shell Companies
VALLX,Value Line Larger Companies Focused Fund,$39.35,,,$335.23M,US,,,Financial Services,Asset Management
FFBSX,Fidelity Freedom Blend 2065 Fund,$13.86,,,$334.69M,US,,,Financial Services,Asset Management
STSGX,American Beacon Stephens Small Cap Growth Fd Inv Cl,$11.74,,,$334.49M,US,,,,
SPWYX,American Beacon Stephens Small Cap growth Fund Y Class,$14.28,,,$334.49M,US,,,Financial Services,Asset Management
FRBN,Forbion European Acquisition Corp.,$21.13,,,$334.12M,US,,58993,Financial Services,Shell Companies
LTBR,Lightbridge Corporation,$14.49,,,$332.99M,US,,1295547,Industrials,Electrical Equipment & Parts
CAGIX,Calvert Growth Allocation Fund,$27.61,,,$332.60M,US,,,Financial Services,Asset Management
WESJX,William Blair Emerging Markets Small Cap Growth Fund R6 Class,$20.96,,,$331.39M,US,,,Financial Services,Asset Management
WESNX,William Blair Emerging Markets Small Cap Growth Fund Class N,$20.5,,,$331.33M,US,,,Financial Services,Asset Management
BESIX,William Blair Emerging Markets Small Cap Growth Fund Class I,$20.88,,,$331.22M,US,,,Financial Services,Asset Management
IMXI,"International Money Express, Inc.",$11.02,,,$330.34M,US,,98535,Technology,Software - Infrastructure
DNAB,Social Capital Suvretta Holdings Corp. II,$10.355,,,$330.22M,US,,142505,Financial Services,Shell Companies
DNAD,Social Capital Suvretta Holdings Corp. IV,$10.3402,,,$329.75M,US,,19485,Financial Services,Shell Companies
DYNS,Dynamics Special Purpose Corp.,$7.51,,,$329.37M,US,,91663,Financial Services,Shell Companies
WTBA,"West Bancorporation, Inc.",$19.44,,,$328.99M,US,,6541,Financial Services,Banks - Regional
FHAWX,Fidelity Freedom Blend 2015 Fund,$10.52,,,$328.91M,US,,,Financial Services,Asset Management
VPCB,VPC Impact Acquisition Holdings II,$10.28,,,$328.68M,US,,745312,Financial Services,Shell Companies
KLTR,"Kaltura, Inc.",$2.135,,,$327.98M,US,,163906,Technology,Software - Infrastructure
ABEO,Abeona Therapeutics Inc.,$6.4064,,,$327.73M,US,,364999,Healthcare,Biotechnology
MRVI,"Maravai LifeSciences Holdings, Inc.",$2.275,,,$327.54M,US,,288404,Healthcare,Biotechnology
USCB,"USCB Financial Holdings, Inc.",$16.33,,,$327.39M,US,,4179,Financial Services,Banks - Regional
AOVIX,American Century Investments One Choice Portfolio: Very Aggressive Investor Class,$20.19,,,$327.34M,US,,,,
HWEL,Healthwell Acquisition Corp. I,$10.475,,,$327.34M,US,,1108,Financial Services,Shell Companies
HYAC,Haymaker Acquisition Corp. III,$11.05,,,$326.50M,US,,115,Financial Services,Shell Companies
GCCIX,Goldman Sachs Commodity Strategy Fund Insti Cl,$8.63,,,$326.37M,US,,,Financial Services,Asset Management
VACH,Voyager Acquisition Corp.,$10.31,,,$326.05M,US,,7,Financial Services,Shell Companies
BEAG,Bold Eagle Acquisition Corp.,$10.4,,,$325.71M,US,,111639,Financial Services,Shell Companies
AIP,"Arteris, Inc.",$7.75,,,$325.33M,US,,66755,Technology,Semiconductors
FSAIX,Fidelity Select Portfolios Air Transportation Portfolio,$57.59,,,$325.32M,US,,,Financial Services,Asset Management
MSSGX,MSIF Inception Portfolio Class I,$15.58,,,$325.10M,US,,,,
MSSMX,MSIF Inception Portfolio Class A,$10.31,,,$325.10M,US,,,,
MSGGX,Meridian Small Cap Growth Fund,$12.18,,,$324.78M,US,,,Financial Services,Asset Management
MSGAX,Meridian Small Cap Growth Fund A Class,$11.47,,,$324.78M,US,,,Financial Services,Asset Management
PDLB,"Ponce Financial Group, Inc.",$13.525,,,$324.39M,US,,12929,Financial Services,Banks - Regional
FMAO,"Farmers & Merchants Bancorp, Inc.",$23.64,,,$324.30M,US,,4447,Financial Services,Banks - Regional
LSGLX,Loomis Sayles Funds - Global Bond Fund Retail Class (Trust I),$14.68,,,$324.18M,US,,,Financial Services,Asset Management - Bonds
TGAN,"Transphorm, Inc.",$5.1,,,$323.12M,US,,1568778,Technology,Semiconductors
OFLX,"Omega Flex, Inc.",$31.96,,,$322.61M,US,,4206,Industrials,Industrial - Machinery
VREX,Varex Imaging Corporation,$7.76,,,$322.04M,US,,64931,Healthcare,Medical - Devices
HMPT,Home Point Capital Inc.,$2.325,,,$321.95M,US,,7181,Financial Services,Financial - Mortgages
BINIX,Baron International Growth Fund Institutional Shares,$30.27,,,$321.33M,US,,,Financial Services,Asset Management
BIGFX,Baron International Growth Fund,$29.61,,,$321.33M,US,,,Financial Services,Asset Management
HAMVX,Harbor Mid Cap Value Fund,$25.54,,,$321.11M,US,,,Financial Services,Asset Management
HRMVX,Harbor Mid Cap Value Fund Administrative Class,$25.94,,,$321.11M,US,,,Financial Services,Asset Management
HNMVX,Harbor Mid Cap Value Fund Retirement Class,$25.52,,,$321.11M,US,,,Financial Services,Asset Management
DHTCX,Diamond Hill All Cap Select Fund Class C,$18.44,,,$320.38M,US,,,Financial Services,Asset Management
TRACX,PGIM QMA Small-Cap Value Fund- Class C,$15.57,,,$319.74M,US,,,Financial Services,Asset Management
MAMA,"Mama's Creations, Inc.",$8.49,,,$319.22M,US,,188518,Consumer Defensive,Packaged Foods
SIMA,"Sonics & Materials, Inc.",$10.4,,,$318.93M,US,,502601,Industrials,Industrial - Machinery
PBPB,Potbelly Corporation,$10.57,,,$318.92M,US,,64041,Consumer Cyclical,Restaurants
PXWGX,Pax ESG Beta Quality Fund Individual Investor Class,$23.04,,,$318.88M,US,,,Financial Services,Asset Management
CIHDX,Cullen International High Dividend Fund Retail Class,$12.42,,,$318.50M,US,,,Financial Services,Asset Management
GPANX,Grant Park Multi Alternative Strategies Fund,$10.54,,,$318.22M,US,,,Financial Services,Asset Management
WTCOX,Segall Bryant & Hamill Colorado Tax Free Fund Retail Class,$10.24,,,$317.94M,US,,,Financial Services,Asset Management
FNORX,Fidelity Investment Trust - Fidelity Nordic Fund,$66.5,,,$317.53M,US,,,Financial Services,Asset Management
PHAT,"Phathom Pharmaceuticals, Inc.",$4.54,,,$316.96M,US,,210779,Healthcare,Biotechnology
BLZE,"Backblaze, Inc.",$5.76,,,$316.22M,US,,166660,Technology,Software - Infrastructure
ADAL,Anthemis Digital Acquisitions I Corp,$10.47,,,$316.06M,US,,17643,Financial Services,Shell Companies
FERA,Fifth Era Acquisition Corp I Class A Ordinary Shares,$10.12,,,$315.79M,US,,69303,Financial Services,Shell Companies
LSCRX,Loomis Sayles Small Capital Value Fund Retail Class,$20.35,,,$315.72M,US,,,Financial Services,Asset Management
LSSCX,Loomis Sayles Small Cap Value Fund,$21.19,,,$315.72M,US,,,Financial Services,Asset Management
LSCNX,Loomis Sayles Small Cap Value Fund Class N,$21.2,,,$315.72M,US,,,Financial Services,Asset Management
DIISX,BNY Mellon International Stock Index Fund,$22.37,,,$315.00M,US,,,Financial Services,Asset Management
USBOX,Pear Tree Quality Fund,$22.85,,,$314.78M,US,,,Financial Services,Asset Management
QGIAX,Pear Tree Quality Institutional,$26.35,,,$314.78M,US,,,Financial Services,Asset Management
NECB,"Northeast Community Bancorp, Inc.",$22.4348,,,$314.61M,US,,14877,Financial Services,Banks - Regional
CIIG,"CIIG Capital Partners II, Inc.",$8.75,,,$314.45M,US,,2530690,Financial Services,Shell Companies
TMVIX,Timothy Plan Large/Mid Cap Value Fund - Class I,$23.22,,,$313.76M,US,,,Financial Services,Asset Management
TLVAX,Timothy Plan Large/Mid Cap Value Fund,$22.86,,,$313.76M,US,,,Financial Services,Asset Management
HFCVX,Hennessy Cornerstone Value Fd Inv Cl,$21.4,,,$313.57M,US,,,,
